time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2011-03-28T06:13:36.180Z,38.109,144.723,10,4.9,mwc,206,90.5,,0.71,us,usp000hysn,2014-11-07T01:44:21.518Z,"280 km ESE of Kamaishi, Japan",earthquake,,,,,reviewed,us,gcmt
2011-03-28T05:44:58.410Z,36.357,141.73,39.3,5.2,mwb,247,105,,0.7,us,usp000hysf,2014-11-07T01:44:21.471Z,"99 km ESE of Takahagi, Japan",earthquake,,4.5,,,reviewed,us,us
2011-03-28T05:24:35.600Z,36.237,141.919,45.8,4.6,mb,78,117.3,,0.85,us,usp000hysc,2014-11-07T01:44:21.459Z,"112 km ENE of Hasaki, Japan",earthquake,,6.5,,28,reviewed,us,us
2011-03-28T03:19:36.210Z,39.38,142.43,56.4,4.6,mb,94,122.9,,0.9,us,usp000hys6,2014-11-07T01:44:21.441Z,"42 km ESE of Yamada, Japan",earthquake,,6,,40,reviewed,us,us
2011-03-28T01:19:49.260Z,38.576,141.916,66.3,4.7,mb,127,114.8,,1.05,us,usp000hys3,2014-11-07T01:44:21.424Z,"56 km ENE of Ishinomaki, Japan",earthquake,,6.3,,71,reviewed,us,us
2011-03-27T22:42:01.440Z,38.313,142.185,38.3,4.9,mb,41,85.8,,0.91,us,usp000hyrt,2014-11-07T01:44:21.391Z,"78 km E of Ishinomaki, Japan",earthquake,,7.5,,13,reviewed,us,us
2011-03-27T22:23:58.800Z,38.415,142.011,19,6.2,mww,629,20.4,,0.91,us,usp000hyrs,2022-07-19T10:31:26.295Z,"62 km E of Ishinomaki, Japan",earthquake,,,,,reviewed,us,us
2011-03-27T21:11:47.430Z,36.598,140.912,57.3,4.8,mb,218,113.1,,0.93,us,usp000hyrq,2014-11-07T01:44:21.291Z,"21 km SE of Takahagi, Japan",earthquake,,,,143,reviewed,us,us
2011-03-27T20:50:29.110Z,39.478,142.373,58,4.6,mb,68,123,,1.14,us,usp000hyrn,2014-11-07T01:44:21.282Z,"36 km E of Yamada, Japan",earthquake,,7.5,,22,reviewed,us,us
2011-03-27T17:54:21.500Z,36.601,142.311,35,4.5,mb,31,127.6,,1.13,us,usp000hyrg,2014-11-07T01:44:21.267Z,"136 km ESE of Iwaki, Japan",earthquake,,,,6,reviewed,us,us
2011-03-27T16:54:16.320Z,37.159,143.804,8.2,4.5,mb,54,127.7,,0.9,us,usp000hyrc,2014-11-07T01:44:21.255Z,"251 km E of Namie, Japan",earthquake,,18.5,,13,reviewed,us,us
2011-03-27T15:17:47.970Z,37.682,141.746,28.4,4.8,mb,187,67.9,,0.65,us,usp000hyr6,2014-11-07T01:44:21.230Z,"69 km ENE of Namie, Japan",earthquake,,7.8,,117,reviewed,us,us
2011-03-27T14:45:49.450Z,37.108,144.049,7.1,4.8,mb,58,71.6,,0.81,us,usp000hyr4,2014-11-07T01:44:21.224Z,"273 km E of Namie, Japan",earthquake,,18.2,,20,reviewed,us,us
2011-03-27T14:44:27.700Z,38.038,144.679,9.2,4.7,mb,95,134.9,,0.68,us,usp000hyr3,2014-11-07T01:44:21.217Z,"280 km ESE of Kamaishi, Japan",earthquake,,12,,44,reviewed,us,us
2011-03-27T13:41:34.310Z,38.95,142.361,35,5.3,mwb,403,50.7,,0.7,us,usp000hyr2,2022-04-08T22:19:39.034Z,"55 km SE of Kamaishi, Japan",earthquake,,,,,reviewed,us,us
2011-03-27T12:43:53.820Z,39.332,143.01,32.3,4.7,mb,49,117.5,,0.77,us,usp000hyqz,2014-11-07T01:44:21.158Z,"92 km E of Yamada, Japan",earthquake,,14.5,,13,reviewed,us,us
2011-03-27T12:18:22.790Z,39.895,143.128,38.7,4.5,mb,69,134.8,,0.93,us,usp000hyqy,2014-11-07T01:44:21.152Z,"105 km ENE of Miyako, Japan",earthquake,,7.4,,28,reviewed,us,us
2011-03-27T11:08:25.780Z,37.336,141.402,51.8,4.8,mb,164,94,,0.75,us,usp000hyqu,2014-11-07T01:44:21.095Z,"near the east coast of Honshu, Japan",earthquake,,5.2,,97,reviewed,us,us
2011-03-27T10:23:23.070Z,35.243,141.011,41.1,4.9,mb,195,97.6,,0.94,us,usp000hyqr,2014-11-07T01:44:20.940Z,"56 km E of ?hara, Japan",earthquake,,5.1,,117,reviewed,us,us
2011-03-27T09:13:06.470Z,37.756,143.35,35.1,4.8,mb,212,64.8,,0.72,us,usp000hyqp,2014-11-07T01:44:20.866Z,"194 km ESE of Ishinomaki, Japan",earthquake,,3.3,,134,reviewed,us,us
2011-03-27T09:03:33.240Z,37.757,143.361,24.3,4.7,mb,168,119.3,,0.69,us,usp000hyqn,2014-11-07T01:44:20.801Z,"195 km ESE of Ishinomaki, Japan",earthquake,,8.8,,105,reviewed,us,us
2011-03-27T07:10:04.450Z,38.115,144.268,22.3,4.6,mb,47,134.6,,0.8,us,usp000hyqm,2014-11-07T01:44:20.749Z,"245 km ESE of Kamaishi, Japan",earthquake,,15.2,,12,reviewed,us,us
2011-03-27T06:08:43.290Z,37.117,144.066,35,4.5,mb,26,136.2,,1.16,us,usp000hyqh,2014-11-07T01:44:20.663Z,"274 km E of Namie, Japan",earthquake,,,,5,reviewed,us,us
2011-03-27T05:07:56.000Z,39.927,141.854,72.1,5,mwc,174,61.6,,0.92,us,usp000hyqf,2022-04-08T21:40:28.730Z,"31 km NNW of Miyako, Japan",earthquake,,4.8,,,reviewed,us,gcmt
2011-03-27T05:03:26.850Z,36.721,142.939,35,4.5,mb,30,136.2,,0.79,us,usp000hyqd,2014-11-07T01:44:20.612Z,"186 km ESE of Iwaki, Japan",earthquake,,0,,5,reviewed,us,us
2011-03-27T03:20:17.910Z,40.183,142.257,37.5,5,mwc,248,117.6,,0.75,us,usp000hyq3,2022-04-08T21:31:16.223Z,"65 km NNE of Miyako, Japan",earthquake,,5.9,,,reviewed,us,gcmt
2011-03-27T00:23:49.920Z,36.844,144.528,18,4.7,mb,139,50.4,,0.92,us,usp000hypn,2014-11-07T01:44:20.450Z,"off the east coast of Honshu, Japan",earthquake,,13,,70,reviewed,us,us
2011-03-26T20:36:06.450Z,37.184,140.85,37,4.5,mb,31,131.1,,0.65,us,usp000hyp7,2014-11-07T01:44:20.380Z,"15 km NNW of Iwaki, Japan",earthquake,,7.6,,11,reviewed,us,us
2011-03-26T20:05:56.400Z,36.162,142.008,39.7,4.6,mb,88,127.1,,0.77,us,usp000hyp4,2014-11-07T01:44:20.367Z,"off the east coast of Honshu, Japan",earthquake,,6.3,,34,reviewed,us,us
2011-03-26T19:22:05.450Z,36.726,141.642,44,4.7,mb,119,116.9,,0.99,us,usp000hyp1,2014-11-07T01:44:20.350Z,"76 km ESE of Iwaki, Japan",earthquake,,5.8,,57,reviewed,us,us
2011-03-26T18:26:21.200Z,36.707,143.941,11.2,4.5,mb,42,136.3,,0.58,us,usp000hyny,2014-11-07T01:44:20.318Z,"275 km E of Iwaki, Japan",earthquake,,19.1,,4,reviewed,us,us
2011-03-26T18:17:18.280Z,36.299,142.436,68.7,4.5,mb,17,144,,0.86,us,usp000hynx,2014-11-07T01:44:20.316Z,"157 km ENE of Hasaki, Japan",earthquake,,16.4,,3,reviewed,us,us
2011-03-26T17:33:43.820Z,37.59,143.437,44.2,4.9,mb,39,131.9,,0.69,us,usp000hynv,2014-11-07T01:44:20.311Z,"208 km ESE of Ishinomaki, Japan",earthquake,,11.7,,4,reviewed,us,us
2011-03-26T17:32:17.680Z,35.665,140.955,51,4.7,mb,108,105,,0.88,us,usp000hynu,2014-11-07T01:44:20.303Z,"13 km SE of Hasaki, Japan",earthquake,,5.5,,36,reviewed,us,us
2011-03-26T16:43:06.050Z,37.314,142.366,35,4.6,mb,17,156.4,,0.84,us,usp000hynr,2014-11-07T01:44:20.298Z,"122 km E of Namie, Japan",earthquake,,,,1,reviewed,us,us
2011-03-26T16:28:40.000Z,37.658,142.321,44,4.7,mb,24,128.9,,1.29,us,usp000hynq,2014-11-07T01:44:20.296Z,"118 km E of Namie, Japan",earthquake,,15.4,,2,reviewed,us,us
2011-03-26T16:22:39.620Z,37.687,142.407,48.2,4.7,mb,42,120.8,,1.02,us,usp000hynn,2014-11-07T01:44:20.286Z,"126 km E of Namie, Japan",earthquake,,10.4,,8,reviewed,us,us
2011-03-26T16:06:48.400Z,36.356,141.03,16.8,4.7,mb,80,113.6,,1.3,us,usp000hynm,2014-11-07T01:44:20.279Z,"40 km E of ?arai, Japan",earthquake,,20.9,,40,reviewed,us,us
2011-03-26T15:29:20.600Z,39.082,142.937,40.6,4.7,mb,32,135,,1,us,usp000hynk,2014-11-07T01:44:20.276Z,"94 km ESE of Kamaishi, Japan",earthquake,,9.3,,4,reviewed,us,us
2011-03-26T14:11:04.230Z,36.737,140.421,46,4.5,mb,33,126.3,,0.94,us,usp000hynj,2014-11-07T01:44:20.272Z,"near the east coast of Honshu, Japan",earthquake,,10.7,,7,reviewed,us,us
2011-03-26T13:16:59.340Z,37.064,143.112,35,4.7,mb,118,119.8,,1.22,us,usp000hyng,2014-11-07T01:44:20.158Z,"193 km ESE of Namie, Japan",earthquake,,,,63,reviewed,us,us
2011-03-26T12:52:51.200Z,36.959,143.294,21.3,5.1,mwc,331,52.3,,0.77,us,usp000hynf,2014-11-07T01:44:20.133Z,"211 km ESE of Namie, Japan",earthquake,,4.1,,,reviewed,us,gcmt
2011-03-26T11:02:29.900Z,37.484,142.654,30.7,4.7,mb,39,112.1,,0.95,us,usp000hyn8,2014-11-07T01:44:20.095Z,"146 km E of Namie, Japan",earthquake,,10.3,,6,reviewed,us,us
2011-03-26T10:42:26.100Z,36.251,141.431,31.3,4.8,mb,127,115.1,,0.84,us,usp000hyn6,2014-11-07T01:44:20.077Z,"76 km E of ?arai, Japan",earthquake,,4.4,,45,reviewed,us,us
2011-03-26T10:35:49.630Z,37.528,141.768,36.8,4.5,mb,28,128.8,,1,us,usp000hyn5,2014-11-07T01:44:20.075Z,"68 km E of Namie, Japan",earthquake,,10.8,,5,reviewed,us,us
2011-03-26T10:23:43.880Z,37.562,141.726,35.6,4.7,mb,60,120.8,,0.65,us,usp000hyn4,2014-11-07T01:44:20.070Z,"64 km E of Namie, Japan",earthquake,,6.4,,20,reviewed,us,us
2011-03-26T10:18:36.680Z,38.583,141.74,58.9,5.3,mwc,296,70,,0.8,us,usp000hyn2,2022-04-08T21:44:09.975Z,"42 km ENE of Ishinomaki, Japan",earthquake,,4.1,,,reviewed,us,gcmt
2011-03-26T09:42:42.630Z,36.274,142.946,35,4.5,mb,40,121.9,,1.04,us,usp000hymz,2014-11-07T01:44:20.038Z,"199 km ENE of Hasaki, Japan",earthquake,,0,,9,reviewed,us,us
2011-03-26T08:19:37.920Z,36.936,143.344,21.9,4.9,mb,231,49.5,,0.65,us,usp000hymv,2014-11-07T01:44:20.013Z,"216 km ESE of Namie, Japan",earthquake,,8.1,,154,reviewed,us,us
2011-03-26T08:02:23.820Z,37.309,142.502,42,4.7,mb,142,110.5,,0.7,us,usp000hymu,2014-11-07T01:44:20.003Z,"134 km E of Namie, Japan",earthquake,,4.8,,80,reviewed,us,us
2011-03-26T07:56:42.140Z,36.613,140.183,64.6,4.6,mb,89,103.4,,1.12,us,usp000hymt,2014-11-07T01:44:19.995Z,"5 km SE of Karasuyama, Japan",earthquake,,9.1,,52,reviewed,us,us
2011-03-26T07:52:37.220Z,36.445,140.801,48.3,4.6,mb,78,112.8,,0.88,us,usp000hyms,2014-11-07T01:44:19.990Z,"21 km E of Funaishikawa, Japan",earthquake,,6.4,,36,reviewed,us,us
2011-03-26T07:29:42.510Z,36.913,143.454,23,4.6,mb,62,119.6,,0.83,us,usp000hymq,2014-11-07T01:44:19.984Z,"226 km ESE of Namie, Japan",earthquake,,18.4,,19,reviewed,us,us
2011-03-26T07:19:35.190Z,36.363,141.055,36.4,4.8,mb,140,113.7,,1.12,us,usp000hymp,2014-11-07T01:44:19.974Z,"42 km E of ?arai, Japan",earthquake,,7.5,,89,reviewed,us,us
2011-03-26T06:01:28.920Z,36.747,143.603,10,4.8,mb,39,127.7,,1.18,us,usp000hymk,2014-11-07T01:44:19.966Z,"244 km E of Iwaki, Japan",earthquake,,,,9,reviewed,us,us
2011-03-26T05:37:50.680Z,32.645,142.743,29.6,5,mb,44,134.3,,0.78,us,usp000hymh,2014-11-07T01:44:19.955Z,"Izu Islands, Japan region",earthquake,,16.9,,13,reviewed,us,us
2011-03-26T05:37:04.170Z,37.296,142.444,35.7,4.7,mb,46,135.2,,0.64,us,usp000hymg,2014-11-07T01:44:19.951Z,"129 km E of Namie, Japan",earthquake,,8.9,,11,reviewed,us,us
2011-03-26T04:03:49.290Z,37.67,142.846,17.1,4.6,mb,46,128.8,,0.82,us,usp000hymf,2014-11-07T01:44:19.947Z,"159 km ESE of Ishinomaki, Japan",earthquake,,4.8,,10,reviewed,us,us
2011-03-26T01:43:46.780Z,37.883,144.076,22.4,4.5,mb,33,134.4,,0.95,us,usp000hyma,2014-11-07T01:44:19.936Z,"244 km ESE of ?funato, Japan",earthquake,,22.6,,9,reviewed,us,us
2011-03-26T01:42:13.960Z,37.968,143.962,6.1,4.8,mb,161,111.4,,0.87,us,usp000hym9,2014-11-07T01:44:19.925Z,"230 km ESE of ?funato, Japan",earthquake,,12.2,,85,reviewed,us,us
2011-03-26T01:34:40.940Z,37.704,143.034,26.6,4.5,mb,64,128.8,,0.87,us,usp000hym8,2014-11-07T01:44:19.920Z,"171 km ESE of Ishinomaki, Japan",earthquake,,13.1,,22,reviewed,us,us
2011-03-26T01:13:33.040Z,36.757,144.496,32.4,4.5,mb,64,124.1,,0.71,us,usp000hym6,2014-11-07T01:44:19.904Z,"off the east coast of Honshu, Japan",earthquake,,15.4,,28,reviewed,us,us
2011-03-25T20:27:21.790Z,36.329,142.658,10,4.7,mb,99,97.3,,0.9,us,usp000hykm,2014-11-07T01:44:19.824Z,"177 km ENE of Hasaki, Japan",earthquake,,,,43,reviewed,us,us
2011-03-25T19:30:15.520Z,38.454,142.148,51.3,4.5,mb,28,133.8,,1.43,us,usp000hykk,2014-11-07T01:44:19.822Z,"74 km E of Ishinomaki, Japan",earthquake,,12.1,,9,reviewed,us,us
2011-03-25T18:00:00.930Z,38.19,144.407,35,4.5,mb,58,135.8,,0.62,us,usp000hykd,2014-11-07T01:44:19.797Z,"251 km ESE of Kamaishi, Japan",earthquake,,,,12,reviewed,us,us
2011-03-25T17:35:18.680Z,36.219,142.167,20.8,4.6,mb,49,126.6,,1.18,us,usp000hykb,2014-11-07T01:44:19.792Z,"131 km ENE of Hasaki, Japan",earthquake,,17.8,,10,reviewed,us,us
2011-03-25T16:14:29.660Z,37.108,142.447,35,4.6,mb,19,149,,1.21,us,usp000hyk7,2014-11-07T01:44:19.782Z,"134 km ESE of Namie, Japan",earthquake,,,,1,reviewed,us,us
2011-03-25T15:46:04.910Z,36.626,141.183,48.9,4.7,mb,42,114.8,,1.19,us,usp000hyk6,2014-11-07T01:44:19.778Z,"42 km ESE of Kitaibaraki, Japan",earthquake,,8.8,,11,reviewed,us,us
2011-03-25T15:38:01.260Z,39.692,143.114,35,4.6,mb,35,134.8,,1,us,usp000hyk5,2014-11-07T01:44:19.775Z,"100 km E of Miyako, Japan",earthquake,,,,14,reviewed,us,us
2011-03-25T15:01:13.800Z,36.24,142.603,18.2,4.9,mwc,295,31.8,,0.92,us,usp000hyk2,2014-11-07T01:44:19.740Z,"169 km ENE of Hasaki, Japan",earthquake,,4.5,,,reviewed,us,gcmt
2011-03-25T14:10:45.440Z,37.503,141.815,35,4.5,mb,30,128.8,,0.98,us,usp000hyjv,2014-11-07T01:44:19.709Z,"72 km E of Namie, Japan",earthquake,,,,5,reviewed,us,us
2011-03-25T12:43:11.620Z,37.71,143.837,25.7,5.1,mb,265,65.3,,0.78,us,usp000hyjq,2014-11-07T01:44:19.678Z,"236 km ESE of Ishinomaki, Japan",earthquake,,8.1,,176,reviewed,us,us
2011-03-25T11:36:24.490Z,38.772,141.88,39,6.2,mww,558,37,,0.86,us,usp000hyjm,2022-07-19T10:18:00.916Z,"36 km SSE of ?funato, Japan",earthquake,,,,,reviewed,us,us
2011-03-25T09:43:45.150Z,37.741,143.882,10,5.3,mwc,361,76.6,,0.91,us,usp000hyjd,2014-11-07T01:44:19.580Z,"238 km ESE of Ishinomaki, Japan",earthquake,,,,,reviewed,us,gcmt
2011-03-25T08:45:36.480Z,36.296,142.536,22.5,4.9,mb,148,117.3,,0.77,us,usp000hyj7,2014-11-07T01:44:19.543Z,"165 km ENE of Hasaki, Japan",earthquake,,10.3,,90,reviewed,us,us
2011-03-25T06:49:17.490Z,38.211,144.155,17.4,4.7,mb,56,123.1,,0.83,us,usp000hyj3,2014-11-07T01:44:19.523Z,"231 km ESE of Kamaishi, Japan",earthquake,,19.5,,19,reviewed,us,us
2011-03-25T06:44:26.610Z,38.556,143.374,13.6,4.8,mb,63,127.2,,1.01,us,usp000hyj2,2014-11-07T01:44:19.518Z,"153 km ESE of Kamaishi, Japan",earthquake,,19.9,,22,reviewed,us,us
2011-03-25T06:35:43.360Z,36.958,140.793,49.8,4.6,mb,45,127.6,,1.06,us,usp000hyj1,2014-11-07T01:44:19.514Z,"12 km SW of Iwaki, Japan",earthquake,,7.8,,13,reviewed,us,us
2011-03-25T05:57:32.630Z,36.35,143.1,50.2,4.6,mb,20,150.9,,0.77,us,usp000hyhz,2014-11-07T01:44:19.510Z,"212 km ESE of Iwaki, Japan",earthquake,,12.4,,7,reviewed,us,us
2011-03-25T05:29:39.640Z,36.197,142.613,23.9,4.8,mb,70,82.1,,0.79,us,usp000hyhx,2014-11-07T01:44:19.503Z,"168 km ENE of Hasaki, Japan",earthquake,,16.4,,24,reviewed,us,us
2011-03-25T05:24:47.050Z,37.5,143.92,7,4.7,mb,52,113.9,,1.08,us,usp000hyhw,2014-11-07T01:44:19.498Z,"251 km ESE of Ishinomaki, Japan",earthquake,,24.4,,17,reviewed,us,us
2011-03-25T05:13:47.080Z,37.916,143.064,17.8,4.8,mb,115,119.4,,0.93,us,usp000hyhu,2014-11-07T01:44:19.460Z,"164 km ESE of Ishinomaki, Japan",earthquake,,12.9,,54,reviewed,us,us
2011-03-24T23:01:29.050Z,38.006,143.617,27.7,4.8,mb,145,97.7,,0.89,us,usp000hyh8,2014-11-07T01:44:19.382Z,"203 km SE of ?funato, Japan",earthquake,,10.2,,85,reviewed,us,us
2011-03-24T22:55:41.510Z,37.651,143.38,38.3,4.8,mb,93,151.5,,0.65,us,usp000hyh7,2014-11-07T01:44:19.375Z,"201 km ESE of Ishinomaki, Japan",earthquake,,4.9,,44,reviewed,us,us
2011-03-24T22:29:00.310Z,36.254,142.594,38.8,4.9,mb,159,42.3,,1.03,us,usp000hyh6,2014-11-07T01:44:19.362Z,"168 km ENE of Hasaki, Japan",earthquake,,2.7,,77,reviewed,us,us
2011-03-24T22:07:16.700Z,35.561,137.483,247.2,4.5,mb,81,91,,0.8,us,usp000hyh5,2014-11-07T01:44:19.356Z,"8 km N of Nakatsugawa, Japan",earthquake,,3.1,,31,reviewed,us,us
2011-03-24T20:28:59.070Z,36.957,143.806,2.3,4.6,mb,36,119.5,,0.89,us,usp000hygy,2014-11-07T01:44:19.339Z,"255 km ESE of Namie, Japan",earthquake,,28,,13,reviewed,us,us
2011-03-24T19:44:45.430Z,38.746,142.101,36.8,4.9,mb,70,73.7,,0.75,us,usp000hygw,2014-11-07T01:44:19.331Z,"49 km SE of ?funato, Japan",earthquake,,6.9,,31,reviewed,us,us
2011-03-24T19:31:56.280Z,37.949,143.787,35,4.6,mb,28,143.5,,1.22,us,usp000hygv,2014-11-07T01:44:19.329Z,"219 km SE of ?funato, Japan",earthquake,,,,5,reviewed,us,us
2011-03-24T19:30:58.750Z,37.994,143.695,35,4.5,mb,20,157.3,,1.01,us,usp000hygu,2014-11-07T01:44:19.327Z,"209 km SE of ?funato, Japan",earthquake,,,,3,reviewed,us,us
2011-03-24T19:22:02.700Z,38.005,143.622,20.4,5,mb,136,111.5,,0.82,us,usp000hygt,2014-11-07T01:44:19.317Z,"203 km SE of ?funato, Japan",earthquake,,3.6,,77,reviewed,us,us
2011-03-24T19:20:06.810Z,37.966,143.743,16.1,4.6,mb,36,119.5,,0.72,us,usp000hygs,2014-11-07T01:44:19.314Z,"215 km SE of ?funato, Japan",earthquake,,17.4,,2,reviewed,us,us
2011-03-24T19:17:18.490Z,37.992,143.592,24,5.4,mwc,212,65.7,,0.85,us,usp000hygr,2014-11-07T01:44:19.299Z,"202 km SE of ?funato, Japan",earthquake,,9.4,,,reviewed,us,gcmt
2011-03-24T18:29:09.470Z,37.073,143.986,35,4.5,mb,25,135.3,,0.96,us,usp000hygn,2014-11-07T01:44:19.291Z,"268 km E of Namie, Japan",earthquake,,,,6,reviewed,us,us
2011-03-24T18:17:49.150Z,36.094,142.551,35,4.6,mb,30,127,,1.05,us,usp000hygk,2014-11-07T01:44:19.287Z,"160 km ENE of Hasaki, Japan",earthquake,,,,5,reviewed,us,us
2011-03-24T18:16:46.350Z,36.885,141.151,39.8,4.5,mb,27,115.1,,1.11,us,usp000hygh,2014-11-07T01:44:19.279Z,"30 km SE of Iwaki, Japan",earthquake,,11.5,,4,reviewed,us,us
2011-03-24T18:13:59.900Z,36.227,140.854,24.2,4.5,mb,26,118.6,,0.85,us,usp000hygg,2014-11-07T01:44:19.277Z,"26 km ESE of ?arai, Japan",earthquake,,23.2,,4,reviewed,us,us
2011-03-24T17:43:19.600Z,36.177,142.625,35,4.6,mb,22,120.4,,0.57,us,usp000hygf,2014-11-07T01:44:19.275Z,"168 km ENE of Hasaki, Japan",earthquake,,,,2,reviewed,us,us
2011-03-24T17:41:03.840Z,36.802,143.646,35,4.7,mb,17,135.4,,1.31,us,usp000hyge,2014-11-07T01:44:19.273Z,"246 km ESE of Namie, Japan",earthquake,,,,2,reviewed,us,us
2011-03-24T17:08:34.040Z,36.718,140.585,41.1,4.9,mb,46,114.6,,0.79,us,usp000hyga,2014-11-07T01:44:19.256Z,"11 km W of Takahagi, Japan",earthquake,,7.2,,11,reviewed,us,us
2011-03-24T16:21:30.710Z,37.248,144.201,35,4.7,mb,26,136.7,,0.98,us,usp000hyg8,2014-11-07T01:44:19.251Z,"284 km E of Namie, Japan",earthquake,,,,4,reviewed,us,us
2011-03-24T15:58:20.420Z,36.436,144.093,35,4.8,mb,75,127.3,,0.86,us,usp000hyg6,2014-11-07T01:44:19.241Z,"294 km ESE of Iwaki, Japan",earthquake,,,,35,reviewed,us,us
2011-03-24T15:17:26.990Z,37.598,142.718,35,4.7,mb,17,156.6,,1.5,us,usp000hyg4,2014-11-07T01:44:19.224Z,"152 km E of Namie, Japan",earthquake,,,,2,reviewed,us,us
2011-03-24T13:26:19.980Z,36.976,142.25,35,4.7,mb,24,148,,1.04,us,usp000hyfw,2014-11-07T01:44:19.149Z,"121 km E of Iwaki, Japan",earthquake,,,,2,reviewed,us,us
2011-03-24T13:02:31.250Z,37.856,144.027,21.7,4.7,mb,72,74,,0.84,us,usp000hyfv,2014-11-07T01:44:19.143Z,"242 km SE of ?funato, Japan",earthquake,,5.2,,29,reviewed,us,us
2011-03-24T12:06:38.910Z,39.14,144.318,16.9,4.8,mb,55,135.6,,0.68,us,usp000hyft,2014-11-07T01:44:19.136Z,"207 km E of Yamada, Japan",earthquake,,15.5,,13,reviewed,us,us
2011-03-24T11:47:28.430Z,39.213,144.303,10,4.6,mb,31,135.6,,0.79,us,usp000hyfs,2014-11-07T01:44:19.133Z,"204 km E of Yamada, Japan",earthquake,,,,3,reviewed,us,us
2011-03-24T10:44:12.100Z,38.395,142.386,35,4.7,mb,24,135.8,,0.95,us,usp000hyfp,2014-11-07T01:44:19.127Z,"94 km E of Ishinomaki, Japan",earthquake,,,,1,reviewed,us,us
2011-03-24T10:37:53.750Z,38.657,143.317,31.1,4.8,mb,36,135.3,,0.66,us,usp000hyfn,2014-11-07T01:44:19.124Z,"143 km ESE of Kamaishi, Japan",earthquake,,14,,7,reviewed,us,us
2011-03-24T08:38:54.880Z,37.609,144.672,10,4.6,mb,48,124.7,,0.89,us,usp000hyfj,2014-11-07T01:44:19.115Z,"off the east coast of Honshu, Japan",earthquake,,,,15,reviewed,us,us
2011-03-24T08:21:00.140Z,39.079,142.084,27,5.8,mww,397,54.3,,0.78,us,usp000hyfh,2022-07-19T10:04:52.593Z,"28 km SE of Kamaishi, Japan",earthquake,,,,,reviewed,us,us
2011-03-24T07:03:55.990Z,36.145,141.693,38.2,5,mb,113,116.1,,1.01,us,usp000hyfd,2014-11-07T01:44:19.033Z,"90 km ENE of Hasaki, Japan",earthquake,,6.9,,62,reviewed,us,us
2011-03-24T06:03:14.040Z,40.279,143.701,28.6,4.7,mb,62,134.9,,0.77,us,usp000hyfb,2014-11-07T01:44:19.025Z,"165 km ENE of Miyako, Japan",earthquake,,12,,14,reviewed,us,us
2011-03-24T05:03:43.350Z,36.807,140.4,38.4,4.6,mb,97,70.1,,0.91,us,usp000hyf4,2014-11-07T01:44:18.996Z,"6 km NE of Daigo, Japan",earthquake,,8.8,,48,reviewed,us,us
2011-03-24T04:56:09.720Z,38.746,142.302,48.7,4.8,mb,91,130.2,,0.99,us,usp000hyf2,2014-11-07T01:44:18.986Z,"62 km SE of ?funato, Japan",earthquake,,6.4,,33,reviewed,us,us
2011-03-24T04:48:44.060Z,38.224,144.432,23.9,4.5,mb,20,136.7,,0.94,us,usp000hyf1,2014-11-07T01:44:18.984Z,"251 km ESE of Kamaishi, Japan",earthquake,,26,,2,reviewed,us,us
2011-03-24T04:35:21.120Z,37.336,143.783,5.8,4.8,mb,98,120,,0.87,us,usp000hyf0,2014-11-07T01:44:18.976Z,"246 km E of Namie, Japan",earthquake,,15.4,,52,reviewed,us,us
2011-03-24T04:30:36.230Z,37.367,143.797,20.4,4.9,mb,179,51.8,,1.02,us,usp000hyez,2014-11-07T01:44:18.964Z,"247 km E of Namie, Japan",earthquake,,12.6,,114,reviewed,us,us
2011-03-24T03:58:09.600Z,38.608,142.812,41.6,5.1,mwc,358,46.8,,0.82,us,usp000hyew,2014-11-07T01:44:18.935Z,"near the east coast of Honshu, Japan",earthquake,,4.2,,,reviewed,us,gcmt
2011-03-24T01:11:16.120Z,38.312,142.296,34.9,4.6,mb,22,129.7,,0.87,us,usp000hyej,2014-11-07T01:44:18.913Z,"87 km E of Ishinomaki, Japan",earthquake,,21,,2,reviewed,us,us
2011-03-24T00:35:21.570Z,39.479,142.633,35,4.6,mb,69,130.9,,0.83,us,usp000hyef,2014-11-07T01:44:18.903Z,"58 km E of Yamada, Japan",earthquake,,,,26,reviewed,us,us
2011-03-23T23:56:51.260Z,36.165,139.884,69.6,4.9,mb,229,101.8,,0.78,us,usp000hyed,2022-07-19T10:01:54.873Z,"9 km NW of Ishige, Japan",earthquake,,3.7,,122,reviewed,us,us
2011-03-23T21:30:01.340Z,36.326,142.917,20.4,4.8,mb,81,117.4,,0.82,us,usp000hye9,2014-11-07T01:44:18.866Z,"198 km ESE of Iwaki, Japan",earthquake,,23.5,,35,reviewed,us,us
2011-03-23T21:28:21.950Z,36.585,141.791,48.8,4.7,mb,54,127.7,,0.87,us,usp000hye8,2014-11-07T01:44:18.861Z,"95 km ESE of Kitaibaraki, Japan",earthquake,,7.2,,15,reviewed,us,us
2011-03-23T20:58:20.840Z,38.295,142.284,41,4.6,mb,49,121.4,,0.74,us,usp000hye7,2014-11-07T01:44:18.857Z,"87 km E of Ishinomaki, Japan",earthquake,,6.2,,7,reviewed,us,us
